class,filename,width,height,aspect_ratio,mode,file_size_kb
glass,glass472.jpg,512,384,1.333,RGB,10.1
glass,glass482.jpg,512,384,1.333,RGB,19.8
glass,glass236.jpg,512,384,1.333,RGB,8.3
glass,glass255.jpg,512,384,1.333,RGB,16.0
glass,glass374.jpg,512,384,1.333,RGB,13.3
glass,glass479.jpg,512,384,1.333,RGB,11.5
glass,glass231.jpg,512,384,1.333,RGB,9.2
glass,glass300.jpg,512,384,1.333,RGB,9.8
glass,glass141.jpg,512,384,1.333,RGB,12.3
glass,glass399.jpg,512,384,1.333,RGB,14.7
glass,glass77.jpg,512,384,1.333,RGB,12.8
glass,glass185.jpg,512,384,1.333,RGB,20.1
glass,glass294.jpg,512,384,1.333,RGB,10.8
glass,glass435.jpg,512,384,1.333,RGB,18.5
glass,glass27.jpg,512,384,1.333,RGB,18.4
glass,glass174.jpg,512,384,1.333,RGB,16.0
glass,glass21.jpg,512,384,1.333,RGB,27.3
glass,glass4.jpg,512,384,1.333,RGB,8.9
glass,glass235.jpg,512,384,1.333,RGB,8.4
glass,glass348.jpg,512,384,1.333,RGB,17.5
glass,glass246.jpg,512,384,1.333,RGB,7.3
glass,glass337.jpg,512,384,1.333,RGB,14.0
glass,glass208.jpg,512,384,1.333,RGB,10.1
glass,glass234.jpg,512,384,1.333,RGB,7.9
glass,glass166.jpg,512,384,1.333,RGB,10.5
glass,glass156.jpg,512,384,1.333,RGB,18.4
glass,glass96.jpg,512,384,1.333,RGB,13.3
glass,glass89.jpg,512,384,1.333,RGB,18.2
glass,glass314.jpg,512,384,1.333,RGB,10.9
glass,glass423.jpg,512,384,1.333,RGB,14.2
glass,glass138.jpg,512,384,1.333,RGB,17.0
glass,glass63.jpg,512,384,1.333,RGB,15.5
glass,glass100.jpg,512,384,1.333,RGB,21.0
glass,glass65.jpg,512,384,1.333,RGB,24.5
glass,glass343.jpg,512,384,1.333,RGB,12.8
glass,glass281.jpg,512,384,1.333,RGB,7.3
glass,glass93.jpg,512,384,1.333,RGB,12.0
glass,glass266.jpg,512,384,1.333,RGB,12.3
glass,glass67.jpg,512,384,1.333,RGB,15.0
glass,glass18.jpg,512,384,1.333,RGB,11.6
glass,glass192.jpg,512,384,1.333,RGB,16.1
glass,glass248.jpg,512,384,1.333,RGB,13.5
glass,glass347.jpg,512,384,1.333,RGB,10.8
glass,glass483.jpg,512,384,1.333,RGB,9.9
glass,glass117.jpg,512,384,1.333,RGB,22.7
glass,glass39.jpg,512,384,1.333,RGB,17.4
glass,glass62.jpg,512,384,1.333,RGB,17.6
glass,glass426.jpg,512,384,1.333,RGB,9.7
glass,glass222.jpg,512,384,1.333,RGB,7.8
glass,glass74.jpg,512,384,1.333,RGB,8.0
glass,glass389.jpg,512,384,1.333,RGB,15.1
glass,glass437.jpg,512,384,1.333,RGB,11.9
glass,glass252.jpg,512,384,1.333,RGB,10.0
glass,glass147.jpg,512,384,1.333,RGB,10.0
glass,glass285.jpg,512,384,1.333,RGB,9.1
glass,glass133.jpg,512,384,1.333,RGB,11.1
glass,glass491.jpg,512,384,1.333,RGB,10.8
glass,glass210.jpg,512,384,1.333,RGB,6.6
glass,glass106.jpg,512,384,1.333,RGB,11.4
glass,glass289.jpg,512,384,1.333,RGB,12.6
glass,glass467.jpg,512,384,1.333,RGB,13.5
glass,glass381.jpg,512,384,1.333,RGB,13.9
glass,glass264.jpg,512,384,1.333,RGB,12.8
glass,glass265.jpg,512,384,1.333,RGB,11.0
glass,glass68.jpg,512,384,1.333,RGB,16.7
glass,glass339.jpg,512,384,1.333,RGB,8.3
glass,glass87.jpg,512,384,1.333,RGB,14.7
glass,glass196.jpg,512,384,1.333,RGB,7.0
glass,glass303.jpg,512,384,1.333,RGB,14.3
glass,glass271.jpg,512,384,1.333,RGB,11.3
glass,glass297.jpg,512,384,1.333,RGB,14.3
glass,glass478.jpg,512,384,1.333,RGB,13.2
glass,glass350.jpg,512,384,1.333,RGB,7.2
glass,glass262.jpg,512,384,1.333,RGB,7.1
glass,glass460.jpg,512,384,1.333,RGB,9.7
glass,glass286.jpg,512,384,1.333,RGB,14.4
glass,glass157.jpg,512,384,1.333,RGB,15.7
glass,glass153.jpg,512,384,1.333,RGB,14.6
glass,glass91.jpg,512,384,1.333,RGB,16.2
glass,glass353.jpg,512,384,1.333,RGB,12.3
glass,glass306.jpg,512,384,1.333,RGB,12.6
glass,glass1.jpg,512,384,1.333,RGB,8.1
glass,glass178.jpg,512,384,1.333,RGB,8.5
glass,glass61.jpg,512,384,1.333,RGB,19.3
glass,glass462.jpg,512,384,1.333,RGB,7.8
glass,glass368.jpg,512,384,1.333,RGB,10.2
glass,glass152.jpg,512,384,1.333,RGB,13.6
glass,glass413.jpg,512,384,1.333,RGB,11.8
glass,glass362.jpg,512,384,1.333,RGB,11.4
glass,glass456.jpg,512,384,1.333,RGB,11.2
glass,glass312.jpg,512,384,1.333,RGB,10.3
glass,glass38.jpg,512,384,1.333,RGB,14.0
glass,glass443.jpg,512,384,1.333,RGB,13.0
glass,glass317.jpg,512,384,1.333,RGB,11.6
glass,glass488.jpg,512,384,1.333,RGB,16.1
glass,glass420.jpg,512,384,1.333,RGB,17.2
glass,glass169.jpg,512,384,1.333,RGB,11.4
glass,glass168.jpg,512,384,1.333,RGB,13.2
glass,glass220.jpg,512,384,1.333,RGB,7.0
glass,glass237.jpg,512,384,1.333,RGB,7.3
glass,glass323.jpg,512,384,1.333,RGB,12.0
glass,glass12.jpg,512,384,1.333,RGB,7.3
glass,glass245.jpg,512,384,1.333,RGB,8.6
glass,glass2.jpg,512,384,1.333,RGB,10.7
glass,glass177.jpg,512,384,1.333,RGB,17.3
glass,glass20.jpg,512,384,1.333,RGB,14.7
glass,glass433.jpg,512,384,1.333,RGB,20.2
glass,glass171.jpg,512,384,1.333,RGB,10.9
glass,glass150.jpg,512,384,1.333,RGB,17.6
glass,glass148.jpg,512,384,1.333,RGB,16.2
glass,glass95.jpg,512,384,1.333,RGB,9.6
glass,glass428.jpg,512,384,1.333,RGB,14.3
glass,glass233.jpg,512,384,1.333,RGB,7.1
glass,glass494.jpg,512,384,1.333,RGB,9.8
glass,glass112.jpg,512,384,1.333,RGB,12.2
glass,glass473.jpg,512,384,1.333,RGB,11.2
glass,glass130.jpg,512,384,1.333,RGB,11.0
glass,glass438.jpg,512,384,1.333,RGB,13.8
glass,glass379.jpg,512,384,1.333,RGB,18.2
glass,glass163.jpg,512,384,1.333,RGB,19.0
glass,glass107.jpg,512,384,1.333,RGB,15.4
glass,glass35.jpg,512,384,1.333,RGB,23.4
glass,glass34.jpg,512,384,1.333,RGB,20.2
glass,glass369.jpg,512,384,1.333,RGB,10.9
glass,glass144.jpg,512,384,1.333,RGB,13.6
glass,glass66.jpg,512,384,1.333,RGB,13.5
glass,glass335.jpg,512,384,1.333,RGB,17.8
glass,glass254.jpg,512,384,1.333,RGB,11.7
glass,glass414.jpg,512,384,1.333,RGB,17.2
glass,glass60.jpg,512,384,1.333,RGB,14.8
glass,glass207.jpg,512,384,1.333,RGB,9.9
glass,glass270.jpg,512,384,1.333,RGB,8.1
glass,glass393.jpg,512,384,1.333,RGB,10.9
glass,glass425.jpg,512,384,1.333,RGB,17.1
glass,glass459.jpg,512,384,1.333,RGB,10.4
glass,glass125.jpg,512,384,1.333,RGB,14.3
glass,glass10.jpg,512,384,1.333,RGB,8.5
glass,glass111.jpg,512,384,1.333,RGB,17.6
glass,glass324.jpg,512,384,1.333,RGB,18.6
glass,glass175.jpg,512,384,1.333,RGB,9.1
glass,glass450.jpg,512,384,1.333,RGB,18.5
glass,glass391.jpg,512,384,1.333,RGB,13.7
glass,glass278.jpg,512,384,1.333,RGB,33.0
glass,glass17.jpg,512,384,1.333,RGB,19.4
glass,glass492.jpg,512,384,1.333,RGB,14.6
glass,glass42.jpg,512,384,1.333,RGB,24.1
glass,glass365.jpg,512,384,1.333,RGB,10.2
glass,glass400.jpg,512,384,1.333,RGB,15.0
glass,glass232.jpg,512,384,1.333,RGB,15.0
glass,glass113.jpg,512,384,1.333,RGB,9.4
glass,glass469.jpg,512,384,1.333,RGB,12.6
glass,glass489.jpg,512,384,1.333,RGB,20.3
glass,glass342.jpg,512,384,1.333,RGB,9.5
glass,glass249.jpg,512,384,1.333,RGB,10.3
glass,glass410.jpg,512,384,1.333,RGB,13.2
glass,glass191.jpg,512,384,1.333,RGB,7.5
glass,glass432.jpg,512,384,1.333,RGB,16.7
glass,glass385.jpg,512,384,1.333,RGB,19.9
glass,glass290.jpg,512,384,1.333,RGB,11.0
glass,glass431.jpg,512,384,1.333,RGB,12.3
glass,glass201.jpg,512,384,1.333,RGB,15.9
glass,glass206.jpg,512,384,1.333,RGB,8.4
glass,glass366.jpg,512,384,1.333,RGB,10.7
glass,glass461.jpg,512,384,1.333,RGB,12.4
glass,glass448.jpg,512,384,1.333,RGB,15.5
glass,glass24.jpg,512,384,1.333,RGB,8.2
glass,glass211.jpg,512,384,1.333,RGB,6.4
glass,glass253.jpg,512,384,1.333,RGB,12.1
glass,glass216.jpg,512,384,1.333,RGB,8.4
glass,glass498.jpg,512,384,1.333,RGB,10.0
glass,glass9.jpg,512,384,1.333,RGB,12.3
glass,glass40.jpg,512,384,1.333,RGB,19.1
glass,glass471.jpg,512,384,1.333,RGB,14.4
glass,glass23.jpg,512,384,1.333,RGB,20.5
glass,glass30.jpg,512,384,1.333,RGB,9.9
glass,glass41.jpg,512,384,1.333,RGB,13.0
glass,glass485.jpg,512,384,1.333,RGB,16.3
glass,glass307.jpg,512,384,1.333,RGB,16.3
glass,glass115.jpg,512,384,1.333,RGB,8.5
glass,glass215.jpg,512,384,1.333,RGB,8.6
glass,glass322.jpg,512,384,1.333,RGB,11.9
glass,glass187.jpg,512,384,1.333,RGB,8.5
glass,glass71.jpg,512,384,1.333,RGB,15.9
glass,glass359.jpg,512,384,1.333,RGB,28.2
glass,glass219.jpg,512,384,1.333,RGB,20.0
glass,glass240.jpg,512,384,1.333,RGB,9.1
glass,glass8.jpg,512,384,1.333,RGB,7.9
glass,glass411.jpg,512,384,1.333,RGB,12.6
glass,glass382.jpg,512,384,1.333,RGB,16.0
glass,glass57.jpg,512,384,1.333,RGB,10.2
glass,glass145.jpg,512,384,1.333,RGB,16.7
glass,glass310.jpg,512,384,1.333,RGB,10.8
glass,glass167.jpg,512,384,1.333,RGB,12.6
glass,glass189.jpg,512,384,1.333,RGB,11.2
glass,glass378.jpg,512,384,1.333,RGB,12.7
glass,glass434.jpg,512,384,1.333,RGB,14.2
glass,glass446.jpg,512,384,1.333,RGB,14.6
glass,glass415.jpg,512,384,1.333,RGB,12.5
glass,glass447.jpg,512,384,1.333,RGB,14.1
glass,glass137.jpg,512,384,1.333,RGB,17.1
glass,glass352.jpg,512,384,1.333,RGB,14.4
glass,glass119.jpg,512,384,1.333,RGB,12.0
glass,glass299.jpg,512,384,1.333,RGB,12.5
glass,glass195.jpg,512,384,1.333,RGB,16.7
glass,glass334.jpg,512,384,1.333,RGB,17.0
glass,glass183.jpg,512,384,1.333,RGB,9.2
glass,glass386.jpg,512,384,1.333,RGB,11.7
glass,glass121.jpg,512,384,1.333,RGB,15.5
glass,glass182.jpg,512,384,1.333,RGB,8.5
glass,glass288.jpg,512,384,1.333,RGB,10.2
glass,glass454.jpg,512,384,1.333,RGB,12.6
glass,glass349.jpg,512,384,1.333,RGB,11.9
glass,glass256.jpg,512,384,1.333,RGB,8.1
glass,glass416.jpg,512,384,1.333,RGB,13.3
glass,glass344.jpg,512,384,1.333,RGB,7.5
glass,glass383.jpg,512,384,1.333,RGB,23.4
glass,glass251.jpg,512,384,1.333,RGB,12.2
glass,glass212.jpg,512,384,1.333,RGB,5.9
glass,glass97.jpg,512,384,1.333,RGB,12.4
glass,glass257.jpg,512,384,1.333,RGB,8.4
glass,glass127.jpg,512,384,1.333,RGB,8.3
glass,glass19.jpg,512,384,1.333,RGB,13.0
glass,glass108.jpg,512,384,1.333,RGB,13.6
glass,glass86.jpg,512,384,1.333,RGB,16.3
glass,glass102.jpg,512,384,1.333,RGB,12.0
glass,glass184.jpg,512,384,1.333,RGB,16.7
glass,glass135.jpg,512,384,1.333,RGB,14.2
glass,glass445.jpg,512,384,1.333,RGB,14.7
glass,glass358.jpg,512,384,1.333,RGB,13.0
glass,glass159.jpg,512,384,1.333,RGB,15.3
glass,glass162.jpg,512,384,1.333,RGB,14.3
glass,glass116.jpg,512,384,1.333,RGB,17.4
glass,glass193.jpg,512,384,1.333,RGB,9.5
glass,glass315.jpg,512,384,1.333,RGB,13.8
glass,glass33.jpg,512,384,1.333,RGB,11.4
glass,glass263.jpg,512,384,1.333,RGB,10.7
glass,glass409.jpg,512,384,1.333,RGB,19.3
glass,glass272.jpg,512,384,1.333,RGB,15.3
glass,glass457.jpg,512,384,1.333,RGB,10.9
glass,glass496.jpg,512,384,1.333,RGB,11.6
glass,glass458.jpg,512,384,1.333,RGB,13.9
glass,glass226.jpg,512,384,1.333,RGB,13.1
glass,glass55.jpg,512,384,1.333,RGB,8.0
glass,glass70.jpg,512,384,1.333,RGB,14.1
glass,glass56.jpg,512,384,1.333,RGB,9.6
glass,glass143.jpg,512,384,1.333,RGB,11.6
glass,glass392.jpg,512,384,1.333,RGB,15.1
glass,glass441.jpg,512,384,1.333,RGB,13.4
glass,glass109.jpg,512,384,1.333,RGB,18.5
glass,glass92.jpg,512,384,1.333,RGB,13.5
glass,glass377.jpg,512,384,1.333,RGB,15.9
glass,glass346.jpg,512,384,1.333,RGB,12.0
glass,glass499.jpg,512,384,1.333,RGB,8.8
glass,glass58.jpg,512,384,1.333,RGB,11.0
glass,glass345.jpg,512,384,1.333,RGB,10.2
glass,glass367.jpg,512,384,1.333,RGB,13.9
glass,glass221.jpg,512,384,1.333,RGB,6.9
glass,glass295.jpg,512,384,1.333,RGB,14.0
glass,glass131.jpg,512,384,1.333,RGB,12.4
glass,glass280.jpg,512,384,1.333,RGB,19.6
glass,glass134.jpg,512,384,1.333,RGB,14.0
glass,glass244.jpg,512,384,1.333,RGB,9.8
glass,glass132.jpg,512,384,1.333,RGB,9.0
glass,glass451.jpg,512,384,1.333,RGB,18.3
glass,glass7.jpg,512,384,1.333,RGB,10.1
glass,glass486.jpg,512,384,1.333,RGB,15.7
glass,glass103.jpg,512,384,1.333,RGB,11.1
glass,glass372.jpg,512,384,1.333,RGB,13.2
glass,glass291.jpg,512,384,1.333,RGB,13.3
glass,glass5.jpg,512,384,1.333,RGB,8.9
glass,glass442.jpg,512,384,1.333,RGB,22.7
glass,glass188.jpg,512,384,1.333,RGB,7.7
glass,glass397.jpg,512,384,1.333,RGB,16.2
glass,glass165.jpg,512,384,1.333,RGB,18.1
glass,glass83.jpg,512,384,1.333,RGB,12.5
glass,glass319.jpg,512,384,1.333,RGB,18.5
glass,glass269.jpg,512,384,1.333,RGB,10.6
glass,glass355.jpg,512,384,1.333,RGB,11.3
glass,glass354.jpg,512,384,1.333,RGB,11.0
glass,glass326.jpg,512,384,1.333,RGB,15.3
glass,glass170.jpg,512,384,1.333,RGB,9.4
glass,glass466.jpg,512,384,1.333,RGB,11.4
glass,glass227.jpg,512,384,1.333,RGB,8.0
glass,glass239.jpg,512,384,1.333,RGB,9.0
glass,glass48.jpg,512,384,1.333,RGB,9.6
glass,glass247.jpg,512,384,1.333,RGB,9.9
glass,glass54.jpg,512,384,1.333,RGB,18.6
glass,glass417.jpg,512,384,1.333,RGB,20.2
glass,glass31.jpg,512,384,1.333,RGB,17.9
glass,glass238.jpg,512,384,1.333,RGB,7.3
glass,glass395.jpg,512,384,1.333,RGB,11.4
glass,glass332.jpg,512,384,1.333,RGB,15.9
glass,glass501.jpg,512,384,1.333,RGB,20.3
glass,glass124.jpg,512,384,1.333,RGB,12.8
glass,glass404.jpg,512,384,1.333,RGB,9.1
glass,glass75.jpg,512,384,1.333,RGB,17.7
glass,glass293.jpg,512,384,1.333,RGB,18.0
glass,glass356.jpg,512,384,1.333,RGB,20.5
glass,glass276.jpg,512,384,1.333,RGB,9.5
glass,glass468.jpg,512,384,1.333,RGB,10.5
glass,glass259.jpg,512,384,1.333,RGB,9.4
glass,glass490.jpg,512,384,1.333,RGB,11.1
glass,glass64.jpg,512,384,1.333,RGB,13.3
glass,glass194.jpg,512,384,1.333,RGB,9.1
glass,glass364.jpg,512,384,1.333,RGB,12.7
glass,glass376.jpg,512,384,1.333,RGB,17.1
glass,glass394.jpg,512,384,1.333,RGB,10.4
glass,glass302.jpg,512,384,1.333,RGB,19.8
glass,glass412.jpg,512,384,1.333,RGB,23.5
glass,glass203.jpg,512,384,1.333,RGB,6.6
glass,glass72.jpg,512,384,1.333,RGB,13.9
glass,glass401.jpg,512,384,1.333,RGB,23.5
glass,glass229.jpg,512,384,1.333,RGB,9.7
glass,glass390.jpg,512,384,1.333,RGB,10.7
glass,glass14.jpg,512,384,1.333,RGB,7.7
glass,glass380.jpg,512,384,1.333,RGB,9.2
glass,glass439.jpg,512,384,1.333,RGB,10.1
glass,glass225.jpg,512,384,1.333,RGB,7.8
glass,glass274.jpg,512,384,1.333,RGB,11.7
glass,glass160.jpg,512,384,1.333,RGB,13.8
glass,glass371.jpg,512,384,1.333,RGB,14.3
glass,glass453.jpg,512,384,1.333,RGB,11.5
glass,glass316.jpg,512,384,1.333,RGB,19.7
glass,glass164.jpg,512,384,1.333,RGB,13.8
glass,glass477.jpg,512,384,1.333,RGB,12.2
glass,glass333.jpg,512,384,1.333,RGB,9.9
glass,glass88.jpg,512,384,1.333,RGB,11.3
glass,glass186.jpg,512,384,1.333,RGB,18.3
glass,glass311.jpg,512,384,1.333,RGB,14.2
glass,glass455.jpg,512,384,1.333,RGB,12.3
glass,glass149.jpg,512,384,1.333,RGB,12.4
glass,glass287.jpg,512,384,1.333,RGB,9.2
glass,glass82.jpg,512,384,1.333,RGB,10.1
glass,glass120.jpg,512,384,1.333,RGB,9.0
glass,glass179.jpg,512,384,1.333,RGB,9.5
glass,glass36.jpg,512,384,1.333,RGB,11.8
glass,glass46.jpg,512,384,1.333,RGB,12.2
glass,glass181.jpg,512,384,1.333,RGB,14.6
glass,glass15.jpg,512,384,1.333,RGB,8.9
glass,glass230.jpg,512,384,1.333,RGB,7.4
glass,glass146.jpg,512,384,1.333,RGB,10.6
glass,glass495.jpg,512,384,1.333,RGB,9.5
glass,glass341.jpg,512,384,1.333,RGB,11.1
glass,glass44.jpg,512,384,1.333,RGB,15.9
glass,glass424.jpg,512,384,1.333,RGB,11.2
glass,glass190.jpg,512,384,1.333,RGB,14.3
glass,glass209.jpg,512,384,1.333,RGB,7.0
glass,glass444.jpg,512,384,1.333,RGB,8.4
glass,glass154.jpg,512,384,1.333,RGB,16.0
glass,glass205.jpg,512,384,1.333,RGB,7.6
glass,glass110.jpg,512,384,1.333,RGB,19.8
glass,glass373.jpg,512,384,1.333,RGB,9.0
glass,glass78.jpg,512,384,1.333,RGB,13.5
glass,glass16.jpg,512,384,1.333,RGB,9.2
glass,glass430.jpg,512,384,1.333,RGB,17.0
glass,glass128.jpg,512,384,1.333,RGB,15.7
glass,glass284.jpg,512,384,1.333,RGB,10.7
glass,glass408.jpg,512,384,1.333,RGB,16.8
glass,glass398.jpg,512,384,1.333,RGB,14.0
glass,glass129.jpg,512,384,1.333,RGB,13.5
glass,glass470.jpg,512,384,1.333,RGB,20.6
glass,glass242.jpg,512,384,1.333,RGB,7.0
glass,glass98.jpg,512,384,1.333,RGB,12.4
glass,glass388.jpg,512,384,1.333,RGB,13.2
glass,glass228.jpg,512,384,1.333,RGB,6.5
glass,glass260.jpg,512,384,1.333,RGB,13.7
glass,glass123.jpg,512,384,1.333,RGB,17.0
glass,glass273.jpg,512,384,1.333,RGB,15.0
glass,glass45.jpg,512,384,1.333,RGB,10.8
glass,glass361.jpg,512,384,1.333,RGB,14.5
glass,glass199.jpg,512,384,1.333,RGB,18.7
glass,glass282.jpg,512,384,1.333,RGB,16.0
glass,glass101.jpg,512,384,1.333,RGB,14.7
glass,glass258.jpg,512,384,1.333,RGB,8.8
glass,glass363.jpg,512,384,1.333,RGB,11.6
glass,glass76.jpg,512,384,1.333,RGB,9.0
glass,glass406.jpg,512,384,1.333,RGB,20.6
glass,glass336.jpg,512,384,1.333,RGB,17.5
glass,glass480.jpg,512,384,1.333,RGB,18.5
glass,glass474.jpg,512,384,1.333,RGB,10.2
glass,glass325.jpg,512,384,1.333,RGB,8.5
glass,glass126.jpg,512,384,1.333,RGB,11.6
glass,glass465.jpg,512,384,1.333,RGB,12.1
glass,glass81.jpg,512,384,1.333,RGB,13.2
glass,glass140.jpg,512,384,1.333,RGB,9.3
glass,glass80.jpg,512,384,1.333,RGB,13.3
glass,glass25.jpg,512,384,1.333,RGB,14.4
glass,glass13.jpg,512,384,1.333,RGB,7.5
glass,glass429.jpg,512,384,1.333,RGB,13.4
glass,glass158.jpg,512,384,1.333,RGB,11.7
glass,glass28.jpg,512,384,1.333,RGB,15.8
glass,glass180.jpg,512,384,1.333,RGB,8.8
glass,glass301.jpg,512,384,1.333,RGB,22.4
glass,glass85.jpg,512,384,1.333,RGB,16.4
glass,glass139.jpg,512,384,1.333,RGB,15.6
glass,glass43.jpg,512,384,1.333,RGB,16.0
glass,glass52.jpg,512,384,1.333,RGB,16.1
glass,glass99.jpg,512,384,1.333,RGB,19.5
glass,glass26.jpg,512,384,1.333,RGB,14.9
glass,glass11.jpg,512,384,1.333,RGB,11.2
glass,glass105.jpg,512,384,1.333,RGB,10.7
glass,glass79.jpg,512,384,1.333,RGB,10.6
glass,glass321.jpg,512,384,1.333,RGB,12.2
glass,glass118.jpg,512,384,1.333,RGB,15.1
glass,glass279.jpg,512,384,1.333,RGB,10.6
glass,glass407.jpg,512,384,1.333,RGB,11.9
glass,glass340.jpg,512,384,1.333,RGB,19.0
glass,glass298.jpg,512,384,1.333,RGB,9.9
glass,glass422.jpg,512,384,1.333,RGB,8.8
glass,glass173.jpg,512,384,1.333,RGB,8.8
glass,glass94.jpg,512,384,1.333,RGB,8.3
glass,glass396.jpg,512,384,1.333,RGB,13.4
glass,glass481.jpg,512,384,1.333,RGB,19.5
glass,glass6.jpg,512,384,1.333,RGB,8.7
glass,glass375.jpg,512,384,1.333,RGB,19.6
glass,glass172.jpg,512,384,1.333,RGB,10.4
glass,glass217.jpg,512,384,1.333,RGB,11.9
glass,glass305.jpg,512,384,1.333,RGB,14.0
glass,glass304.jpg,512,384,1.333,RGB,8.7
glass,glass463.jpg,512,384,1.333,RGB,17.3
glass,glass198.jpg,512,384,1.333,RGB,12.4
glass,glass440.jpg,512,384,1.333,RGB,13.6
glass,glass331.jpg,512,384,1.333,RGB,13.7
glass,glass452.jpg,512,384,1.333,RGB,12.5
glass,glass308.jpg,512,384,1.333,RGB,21.6
glass,glass114.jpg,512,384,1.333,RGB,11.7
glass,glass357.jpg,512,384,1.333,RGB,14.6
glass,glass436.jpg,512,384,1.333,RGB,13.4
glass,glass161.jpg,512,384,1.333,RGB,10.0
glass,glass327.jpg,512,384,1.333,RGB,11.1
glass,glass405.jpg,512,384,1.333,RGB,14.1
glass,glass49.jpg,512,384,1.333,RGB,13.2
glass,glass418.jpg,512,384,1.333,RGB,10.9
glass,glass59.jpg,512,384,1.333,RGB,12.4
glass,glass241.jpg,512,384,1.333,RGB,9.2
glass,glass69.jpg,512,384,1.333,RGB,8.5
glass,glass155.jpg,512,384,1.333,RGB,11.6
glass,glass50.jpg,512,384,1.333,RGB,17.4
glass,glass202.jpg,512,384,1.333,RGB,16.5
glass,glass104.jpg,512,384,1.333,RGB,13.6
glass,glass32.jpg,512,384,1.333,RGB,8.8
glass,glass267.jpg,512,384,1.333,RGB,14.2
glass,glass200.jpg,512,384,1.333,RGB,19.5
glass,glass224.jpg,512,384,1.333,RGB,7.0
glass,glass218.jpg,512,384,1.333,RGB,13.8
glass,glass243.jpg,512,384,1.333,RGB,10.5
glass,glass22.jpg,512,384,1.333,RGB,11.2
glass,glass223.jpg,512,384,1.333,RGB,6.6
metal,metal406.jpg,512,384,1.333,RGB,36.5
metal,metal95.jpg,512,384,1.333,RGB,12.1
metal,metal255.jpg,512,384,1.333,RGB,17.1
metal,metal350.jpg,512,384,1.333,RGB,18.6
metal,metal113.jpg,512,384,1.333,RGB,17.4
metal,metal356.jpg,512,384,1.333,RGB,23.0
metal,metal174.jpg,512,384,1.333,RGB,17.4
metal,metal312.jpg,512,384,1.333,RGB,29.2
metal,metal368.jpg,512,384,1.333,RGB,11.5
metal,metal248.jpg,512,384,1.333,RGB,13.7
metal,metal219.jpg,512,384,1.333,RGB,18.6
metal,metal336.jpg,512,384,1.333,RGB,13.1
metal,metal118.jpg,512,384,1.333,RGB,33.5
metal,metal385.jpg,512,384,1.333,RGB,14.4
metal,metal339.jpg,512,384,1.333,RGB,15.7
metal,metal187.jpg,512,384,1.333,RGB,12.7
metal,metal139.jpg,512,384,1.333,RGB,20.0
metal,metal58.jpg,512,384,1.333,RGB,10.3
metal,metal392.jpg,512,384,1.333,RGB,22.9
metal,metal342.jpg,512,384,1.333,RGB,31.1
metal,metal383.jpg,512,384,1.333,RGB,34.0
metal,metal324.jpg,512,384,1.333,RGB,17.3
metal,metal152.jpg,512,384,1.333,RGB,7.0
metal,metal369.jpg,512,384,1.333,RGB,9.2
metal,metal241.jpg,512,384,1.333,RGB,17.1
metal,metal4.jpg,512,384,1.333,RGB,7.4
metal,metal135.jpg,512,384,1.333,RGB,13.7
metal,metal319.jpg,512,384,1.333,RGB,49.2
metal,metal197.jpg,512,384,1.333,RGB,15.7
metal,metal365.jpg,512,384,1.333,RGB,13.3
metal,metal145.jpg,512,384,1.333,RGB,13.4
metal,metal328.jpg,512,384,1.333,RGB,16.1
metal,metal216.jpg,512,384,1.333,RGB,13.5
metal,metal278.jpg,512,384,1.333,RGB,13.4
metal,metal280.jpg,512,384,1.333,RGB,14.9
metal,metal175.jpg,512,384,1.333,RGB,16.8
metal,metal37.jpg,512,384,1.333,RGB,10.6
metal,metal361.jpg,512,384,1.333,RGB,24.5
metal,metal144.jpg,512,384,1.333,RGB,19.0
metal,metal302.jpg,512,384,1.333,RGB,13.1
metal,metal68.jpg,512,384,1.333,RGB,18.3
metal,metal134.jpg,512,384,1.333,RGB,14.1
metal,metal121.jpg,512,384,1.333,RGB,13.3
metal,metal141.jpg,512,384,1.333,RGB,29.8
metal,metal287.jpg,512,384,1.333,RGB,11.4
metal,metal102.jpg,512,384,1.333,RGB,14.4
metal,metal108.jpg,512,384,1.333,RGB,18.3
metal,metal227.jpg,512,384,1.333,RGB,14.0
metal,metal140.jpg,512,384,1.333,RGB,18.7
metal,metal229.jpg,512,384,1.333,RGB,22.5
metal,metal117.jpg,512,384,1.333,RGB,19.7
metal,metal364.jpg,512,384,1.333,RGB,22.3
metal,metal201.jpg,512,384,1.333,RGB,15.3
metal,metal17.jpg,512,384,1.333,RGB,12.0
metal,metal252.jpg,512,384,1.333,RGB,23.3
metal,metal291.jpg,512,384,1.333,RGB,11.4
metal,metal34.jpg,512,384,1.333,RGB,15.6
metal,metal279.jpg,512,384,1.333,RGB,10.4
metal,metal159.jpg,512,384,1.333,RGB,8.2
metal,metal61.jpg,512,384,1.333,RGB,40.8
metal,metal338.jpg,512,384,1.333,RGB,9.2
metal,metal243.jpg,512,384,1.333,RGB,12.2
metal,metal10.jpg,512,384,1.333,RGB,13.2
metal,metal357.jpg,512,384,1.333,RGB,22.8
metal,metal355.jpg,512,384,1.333,RGB,10.5
metal,metal396.jpg,512,384,1.333,RGB,20.3
metal,metal45.jpg,512,384,1.333,RGB,12.2
metal,metal177.jpg,512,384,1.333,RGB,16.9
metal,metal404.jpg,512,384,1.333,RGB,21.0
